,id,name,selver_guess,price,selver_price,price/kg,selver_price_kg,similarity
6419,160786,Kohvioad Paulig Classic 1kg,"Kohvioad Classic, PAULIG, 1 kg",17.39,16.99,17.39,16.99,91
8401,498716,Tampoonid O.B. Pro comfort normal 32tk,"Tampoonid Pro Comford Normal, O.B., 32 tk",5.99,6.79,0.19,0.21,91
6410,1350928,"Energiajook Red Bull suhkruvaba 0,25l","Energiajook suhkruvaba, RED BULL, 250 ml",1.45,1.39,5.8,5.56,91
3977,181450,Vokikaste austri/küüslaugu Santa Maria 150g,"Vokikaste austri ja küüslauguga, SANTA MARIA, 150 g",2.75,2.59,18.33,17.27,91
5472,1011135,Šokolaad täid. Vana Tallinn Cream Kalev 104g,"Šokolaad Vana Tallinn Cream, KALEV, 104 g",1.89,1.89,18.17,18.17,91
5195,180215,Piimašokolaad ter.pähklitega Kalev Piret 300g,"Piimašokolaad Piret tervete metspähklitega, KALEV, 300 g",4.99,4.99,16.63,16.63,91
6677,1369989,"Energiajook Red Bull suhkruvaba 4x0,25l","Energiajook suhkruvaba, RED BULL, 250 ml",5.49,1.39,5.49,5.56,91
10434,468500,Nõudepesuvahend Frosch sidruni 500ml,"Nõudepesuvahend sidrun, FROSCH, 500 ml",1.69,1.79,3.38,3.58,91
9736,7239637,Palsam Syoss Renew 7 440ml,"Palsam Renew 7, SYOSS, 440 ml",6.69,6.79,15.2,15.43,91
8944,775778,Suuvesi Listerine freshburst 500 ml,"Suuloputusvesi Freshburst, LISTERINE, 500 ml",5.89,5.79,11.78,11.58,91
6666,193844,Kohv lahustuv 3in1 strong Nescafé 17g,"Lahustuv kohv 3in1 Strong, NESCAFE, 28x17 g",0.25,7.99,14.71,16.79,91
3644,104049,Tarretisepulber maasikamaitseline Mikaado 80g,"Jõhvikamaitseline tarretisepulber, MIKAADO, 80 g",1.9,1.19,23.75,14.87,91
9315,7206075,Hambapasta Sensodyne Sensitivity 75ml,"Hambapasta Sensitivity & Gum, SENSODYNE, 75 ml",7.39,4.99,98.53,66.53,91
4694,137619,Kreekerid kliidega Arcor 200g,"Kreeker kliidega, ARCOR, 200 g",1.35,0.99,6.75,4.95,91
11384,7165396,Nõudepesumasina loputusvahend Finish,"Nõudepesumasina loputusvahend, FINISH, 400 ml",3.99,3.99,9.97,9.98,91
9401,7246504,Šampoon Syoss Keratin 750ml,"Šampoon Keratin, SYOSS, 750 ml",11.69,10.99,15.59,14.65,91
1988,909843,Ribisnäkk Rakvere 300g,"Ribisnäkk, RAKVERE LK, 300 g",2.69,3.09,8.97,10.3,91
9668,7239640,Šampoon Syoss Renew 7 440ml,"Šampoon Renew 7, SYOSS, 440 ml",6.69,6.79,15.2,15.43,91
4052,110959,Riisiäädikas Thai Choice 300ml,"Riisiäädikas, THAI CHOICE, 300 ml",2.75,2.59,9.17,8.63,91
9939,7267756,Rulldeodorant Rexona cobalt meeste 50ml,"Rulldeodorant Cobalt meestele, REXONA, 50 ml",4.49,3.69,83.15,73.8,91
940,294376,Juust Feta Olympus 150g,"Fetajuust, OLYMPUS, 150 g",3.69,3.19,24.6,21.27,91
1852,202570,Turistieine Rannarootsi 325g,"Turistieine, RANNAROOTSI, 240 g",2.39,2.59,7.35,10.79,91
985,995060,Jogurt mango puuviljasuhkrutega Farmi 130g,"Jogurt mango puuviljadest suhkrutega, FARMI, 130 g",0.86,0.89,6.62,6.85,91
5687,284987,Paneeritud kala hakitud fileest Viči 800g,"Paneeritud kala (hakitud filee), VICI, 800 g",6.79,6.99,8.49,8.74,91
2478,972965,Napoleonitasku Marta Pagar 6x30g,"Napoleonitasku 6x30g, MARTA PAGAR, 180 g",2.9,2.99,16.11,16.61,91
10389,7048995,Nõudepesumasina tabletid Tri-bio 25 tab,"Nõudepesumasina tabletid, TRI-BIO, 25 tk",7.49,7.99,0.3,0.32,91
10065,7235130,Kangasmask Garnier Hyaluronic Aloe 32g,"Kangasmask Hyaluronic Aloe, 1 tk, GARNIER",2.99,3.19,93.44,3.19,91
3179,133437,Kanapuljong peterselli ja tilliga Maggi 120g,"Kanapuljong tilli-peterselliga., MAGGI, 120 g",1.25,0.99,10.42,8.25,91
6592,184899,Kohvioad Tasuja Tambet 1kg,"Kohviuba Tambet, TASUJA, 1 kg",18.99,16.99,18.99,16.99,91
5357,193107,Pralineekompvekid Kalev Maiuspala 350g,"Pralineekompvek Maiuspala, KALEV, 175 g",6.99,2.59,19.97,14.8,91
4194,105088,Kookosjook Santa Maria 400ml,"Kookosjook, SANTA MARIA, 400 ml",3.59,3.39,8.97,8.48,91
2198,201392,Sojajook vanilli Alpro 250ml,"Vanilli sojajook, ALPRO, 250 ml",1.15,1.19,4.6,4.76,91
4001,171593,Adžika Felix 260g,"Adžika, FELIX, 260 g",2.19,1.29,8.42,4.96,91
956,963444,AB Skyr mango-passioni Farmi 1kg,"AB Skyr mango-passion, FARMI, 1 kg",2.19,1.79,2.19,1.79,91
10456,7113857,"Pesugeel värv. Sensitive Mayer 1,5L","Pesugeel Sensitive, MAYERI, 1,5 l",7.69,4.99,5.13,3.33,91
9220,7249925,Dušigeel Fa Go Happy 400ml,"Dušigeel Go Happy, FA, 400 ml",4.29,4.49,10.72,11.23,91
8365,768953,Šampoon Nivea Cool Kick meeste 250ml,"Šampoon Cool Kick meestele, NIVEA, 250 ml",3.99,3.79,15.96,15.16,91
10626,656844,Pesupulber Mayeri Sensitive 2kg,"Pesupulber Sensitive, MAYERI, 1,65 kg",7.69,7.99,3.85,4.84,91
5997,187480,Adapter Paulig Cupsolo 1tk,"Cupsolo Adapter, PAULIG, 1 tk",2.99,3.49,2.99,3.49,91
1515,969012,Lihapallid Lihakas Rakvere 300g,"Lihakas lihapall, RAKVERE LK, 300 g",2.99,2.99,9.97,9.97,91
3991,139632,"Rukkikroovjahu Kalew 1,5kg","Rukkikroovjahu, KALEW, 1,5 kg",2.05,1.99,1.37,1.33,91
6202,177824,Kohvioad keskmine röst Lofbergs 1kg,"Kohvioad keskmine röst, LÖFBERGS, 1 kg",15.29,14.99,15.29,14.99,91
9296,7075254,Hambahari Sensodyne Complete Protect Soft,"Hambahari Complete Protection Soft, SENSODYNE, 1 tk",4.59,4.19,4.59,4.19,91
9866,7239635,Šampoon Syoss Men Volume 440ml,"Šampoon Volume, SYOSS, 440 ml",6.69,6.79,15.2,15.43,91
10365,400765,Svammid Vileda Tip-top 3tk,"Svammid Tip-Top, VILEDA, 3 tk",1.35,0.99,1.35,0.33,91
10124,7141799,Püsivärv Palette Intensive Color Nr.BW12,"Püsivärv Intensive Color N7, PALETTE, 1tk",5.39,4.99,5.39,4.99,91
3306,163815,Worcester kaste Heinz 150ml,"Worcester kaste, HEINZ, 150 ml",2.59,2.49,17.27,16.6,91
1728,903640,Lihakas doktorivorst Rakvere 190g,"Lihakas doktorivorst, RAKVERE LK, 190 g",2.09,2.09,11.0,11.0,91
6152,104042,Jook jõhvika Põltsamaa 1l,"Jõhvikajook, PÕLTSAMAA, 1 L",1.69,1.59,1.69,1.59,91
6133,115127,Punase apelsini jook Pfanner 40% 2L,"Punase apelsini jook, PFANNER, 2 L",3.59,3.49,1.8,1.75,91
2667,942012,Kanapuljong Foodstudio 350ml,"Kanapuljong, FOODSTUDIO, 350 ml",3.09,2.99,0.0,8.54,91
8388,696564,Dušigeel Nivea Creme Soft mandli 250ml,"Dušigeel Creme Soft, NIVEA, 250 ml",3.79,3.79,15.16,15.16,91
6495,1367244,"Energiajook Red Bull Red Edition 0,25l","Energiajook Red Edition, RED BULL, 250 ml",1.45,1.39,5.8,5.56,91
12633,7208032,Majapidamispaber Lambi BIG,"Majapidamispaber Big, LAMBI, 1 rl",4.65,3.99,0.0,3.99,91
2697,136094,Kalakaste Thai Choice 200ml,"Kalakaste, THAI CHOICE, 200 ml",1.89,1.59,9.45,7.95,91
3244,102734,Pizzapõhjapulber Vilma 400g,"Pitsapõhjapulber, VILMA, 400 g",2.15,2.09,5.37,5.23,91
6134,155726,Kohvioad Arabica Paulig 1kg,"Kohvioad Arabica, PAULIG, 1 kg",17.99,11.79,17.99,11.79,91
2733,196376,Kookosjook Santa Maria 250ml,"Kookosjook, SANTA MARIA, 250 ml",1.99,2.09,7.96,8.36,91
9308,7173078,Rulldeodorant Nivea fresh meeste 50ml,"Rulldeodorant Fresh meestele, NIVEA, 50 ml",4.59,3.99,91.8,79.8,91
12097,759260,Riidepuhastusrull Vileda,"Riidepuhastusrull, VILEDA, 1 tk",4.89,4.99,4.89,4.99,91
10224,7275843,Geelkapslid Ariel Color 24tk,"Geelkapslid Color, ARIEL, 24 tk",8.99,12.99,0.37,0.54,91
2729,163426,Durumnisupasta Penne Tartu Mill 500g,"Durumnisujahupasta Penne, TARTU MILL, 500 g",1.29,1.29,2.58,2.58,91
6065,1356726,Kiivi-mango smuuti Pai 280ml,"Kiivi-mango smuuti, PAI, 280 ml",2.09,2.09,7.46,7.46,91
7774,7006628,Kassisööt Gourmet Gold kanapasteet 85 g,"Kassikonserv kanapasteet, GOURMET GOLD, 85 g",0.77,0.79,9.06,9.29,91
5953,161166,Troopiliste viljade mahl Don Simon 1l,"Troopiliste viljade mahl 100%, DON SIMON, 1 L",2.15,2.49,2.15,2.49,91
4101,1002747,Rapsiõli Kalew 1l,"Rapsiõli, KALEW, 1 l",4.15,3.99,4.15,3.99,91
6230,1359674,"Mineraalvesi karboniseeritud Neptunas 1,5l","Karboniseerimata mineraalvesi, NEPTUNAS, 1,5 L",0.99,0.99,0.66,0.66,91
2853,129865,Mädarõigas Kodune Felix 200g,"Mädarõigas kodune, FELIX, 220 g",1.79,1.69,8.14,8.45,91
2906,149478,Vanillisuhkur Dr.Oetker 16 g,"Vaniljesuhkur, DR.OETKER, 160 g",0.5,2.59,31.25,16.19,91
3522,128004,Punapeediviilud Põltsamaa 570g/380g,"Punapeediviilud, PÕLTSAMAA, 570 g",2.19,1.99,5.76,5.24,91
1520,270145,Verikäkk Rakvere 440g,"Verikäkk, RAKVERE LK, 440 g",1.49,1.59,3.39,3.61,91
4978,158734,Kaeraküpsised krõbedad Marmiton 150g,"Krõbe kaeraküpsis, MARMITON, 150 g",1.39,1.09,9.27,7.27,91
9946,7267928,Rulldeodorant Garnier Mineral Extreme 50ml,"Rulldeodorant Mineral Extreme me, GARNIER, 50 ml",3.89,2.49,77.8,49.8,91
1695,903629,Doktorivorst Lihakas Rakvere 360g,"Lihakas doktorivorst, RAKVERE LK, 360 g",3.19,3.19,8.86,8.86,91
13750,7258531,"Piiritusjook Marquis De Leon 30% 0,5l","Piiritusjook MARQUIS DE LEON, 50 cl",10.49,7.99,20.98,15.98,91
13403,154984,"Liköör Vana Tallinn Heritage 40% 0,5l","Liköör VANA TALLINN Heritage, 50 cl",17.49,16.99,34.98,33.98,91
1146,260795,Juust Atleet originaal viil. Valio 300g,"Juust Atleet Originaal viil., VALIO, 150 g",4.19,1.59,13.97,10.6,91
5875,987723,Vanillijäätis vahvlikoonuses La Muu 80g/130ml,"Vanillijäätis vahvlikoonuses, LA MUU, 80 g",1.79,1.69,22.38,21.13,91
13365,7259398,"Liköör Koskenkorva Salmiakki 30% 0,5l","Liköör KOSKENKORVA Salmiakki, 50 cl",12.89,11.59,25.78,23.18,91
1427,912580,Küpsetatud maksapasteet koorega Rakvere 200g,"Küpsetatud maksapasteet rõõsa koorega, RAKVERE LK, 200 g",1.99,1.99,9.95,9.95,91
6258,156364,"Kohvijook lahustuv 3in1 Jacobs 10x15,2g","Lahustuv kohvijook 3in1, JACOBS, 152 g",2.29,2.39,15.07,15.72,91
5920,168319,Apelsinimahl viljalihaga Don Simon 2l,"Apelsinimahl viljalihaga 100%, DON SIMON, 2 L",4.59,3.79,2.3,1.9,91
6220,193838,"Kohv lahustuv 3in1 Nescafé Classic 10x16,5g","Lahustuv kohv Classic 3in1, NESCAFE, 28x16,5 g",2.45,7.99,14.85,17.29,91
2817,195662,Salatiporgand Salvest 400g,"Salatiporgand, SALVEST, neto 400g",1.99,1.89,4.97,4.73,91
5928,157988,Apelsinimahl Don Simon viljalihaga 1L,"Apelsinimahl viljalihaga 100%, DON SIMON, 2 L",2.15,3.79,2.15,1.9,91
13807,7158587,"Liköör Vana Tallinn Eesti 100 40% 0,5l","Liköör VANA TALLINN Eesti 100, 50 cl",9.99,9.99,0.0,19.98,91
2552,923274,Kanapuljong Foodstudio 750ml,"Kanapuljong, FOODSTUDIO, 750 ml",4.19,3.79,5.59,5.05,91
13085,1359575,Siider Somersby Apple 1l pet,"Siider Apple, SOMERSBY, 1 L",3.19,2.29,3.19,2.29,91
6251,195507,Kohv lahust. 3in1 Sweet&Creamy Nescafé 10x17g,"Lahustuv kohv 3in1 Sweet & Creamy kott, NESCAFE, 10x17g",2.45,2.49,14.41,14.65,91
6754,186422,Kohvikapslid Splendente L'OR 10tk,"Kohvikapslid Splendente, L´OR, 10 tk",4.19,5.19,80.58,0.52,91
5089,157114,Batoonikesed Kalev Mesikäpp 150g,"Batoonike Mesikäpp, KALEV, 150 g",1.99,1.89,13.27,12.6,90
9021,7226002,Dušigeel Nature Box Passion Fr. Oil 385ml,"Dušigeel Passion Fruit oil, NATURE BOX, 385 ml",6.19,6.49,16.08,16.86,90
735,272898,Koorene jogurt mustika Farmi 400g,"Koorene jogurt mustikatega, FARMI, 400 g",1.19,1.59,2.97,3.98,90
3560,124076,Tsillisädemed Santa Maria 70g,"Tšillisädemed, SANTA MARIA, 275 g",4.85,8.99,64.67,32.69,90
9611,7239641,Palsam Syoss Color 440ml,"Palsam Color, SYOSS, 440 ml",6.69,6.79,15.2,15.43,90
4934,176463,Tume šokolaad terv.pähklite Ritter Sport 100g,"Tume šokolaad tervete metspähklitega, RITTER SPORT, 100 g",2.29,1.99,22.9,19.9,90
8466,7092872,Juuksevaht Nivea volume sensation,"Juuksevaht Volume Sensation, NIVEA, 150 ml",6.39,5.29,42.6,35.27,90
741,224234,Kodujuust soolakurgi-tilliga Alma 200g,"Kodujuust soolakurgi ja tilli, ALMA, 200 g",1.59,1.19,7.95,5.95,90
5022,119920,Närimiskommid maasikamaitselised Drako 110g,"Maasikamaitseline närimiskomm, DRAKO, 110 g",1.39,1.19,12.64,10.82,90
5406,141614,Šokolaadipallide assortii Lindt Lindor 200g,"Šokolaadipallide assortii, LINDT, 200 g",7.29,5.39,36.45,26.95,90
9023,7214454,Pesukaitsmed Carefree Long Plus 40tk,"Pesukaitse Long Plus, CAREFREE, 40 tk",4.09,3.99,0.1,0.09,90
8989,655693,Šampoon Schauma meeste 400 ml,"Šampoon meestele, SCHAUMA, 250 ml",4.19,3.79,10.47,15.16,90
81,299177,"Keefir 2,5% Nopri 1l","Keefir 2,5%, NOPRI, 1 kg",2.35,1.99,2.35,1.99,90
5367,1005041,Piimašokolaad leiva ja jõhvik.Saarepiiga 300g,"Piimašokolaad leiva ja jõhvikaga Saarepiiga, KALEV, 300 g",4.99,4.99,16.63,16.63,90
8451,502365,Tampoonid O.B Pro Comfort norm. 16tk,"Tampoonid Pro Comfort Normal, O.B., 16 tk",3.19,3.79,0.2,0.24,90
722,915811,Kohupiimakreem metsmaasika Alma 300g,"Kohupiimakreem metsmaasika, ALMA, 150 g",1.29,1.09,4.3,7.27,90
1329,970121,Juust Gouda sibula-küüslaugu Nopri 250g,"Sibula-küüslaugu Gouda, NOPRI, 250 g",5.29,4.99,0.0,19.96,90
1273,995630,Juust Saare Leet viilutatud MO Saaremaa 450g,"Saare juust viilutatud, MO SAAREMAA, 150 g",5.99,2.29,13.31,15.27,90
1381,271596,Hakkliha kodune Rakvere 400g,"Hakkliha Kodune, RAKVERE LK, 450 g",3.19,4.19,7.97,9.31,90
9739,7239624,Šampoon Syoss Color 440ml,"Šampoon Color, SYOSS, 440 ml",6.69,6.79,15.2,15.43,90
1349,987239,Juust Gouda Rosmariin Nopri 250g,"Gouda Rosmariin, NOPRI, 250g",4.49,4.99,0.0,19.96,90
3542,145833,Müslibatoon piimašhokolaadi Corny 50g,"Müslibatoon piimašokolaadiga, CORNY BIG, 50 g",1.15,0.89,23.0,17.8,90
4983,152442,Šokolaadibatoon Fazer Geisha 37g,"Šokolaadibatoon, GEISHA, 37g",0.69,0.79,18.65,21.35,90
8370,400742,Hambahari Colgate Zig-Zag 1 tk,"Hambahari Zig-Zag Medium, COLGATE, 1 tk",1.49,1.39,1.49,1.39,90
11018,7104168,Wc-värskendaja Bref Power lavendel 50 g,"WC värskendaja Power Aktiv Lavender, BREF, 50 g",2.29,2.19,45.8,43.8,90
9689,7267764,Rulldeodorant Rexona active protect.50ml,"Rulldeodorant Active Protection, REXONA, 50 ml",4.49,3.99,83.15,79.8,90
5005,192653,Tume šokolaad mandlitega Kalev Leiger 300g,"Tume šokolaad Leiger tervete mandlitega, KALEV, 300 g",4.99,4.99,16.63,16.63,90
694,265509,"Kohupiim magus vanilli Tere 0,1% 200g","Magus kohupiim vanilliga, TERE, 200 g",0.99,1.09,4.95,5.45,90
140,994103,Talukodujuust murulauguga Nopri 300g,"Talukodujuust murulauguga Fitlap, NOPRI, 300 g",2.35,2.49,7.83,8.3,90
9172,169270,Kalamaksaõli Möller's 250ml,"Kalamaksaõli, MÖLLER'S, 250 ml",12.89,10.99,51.56,43.96,90
509,211196,"Apelsin Navelina 1kl, kg","Apelsin Navelina, kg",0.63,1.99,1.79,1.99,90
10989,7098513,Puhastusvahend Cillit vannitoa 750 ml,"Puhastuvahend vannitubadele, CILLIT, 750 ml",6.69,4.99,8.92,6.65,90
967,206839,Juust Hiirte viilutatud Estover 200g,"Hiirte juust 25,2% viilutatud, ESTOVER, 200 g",3.09,2.29,15.45,11.45,90
6402,193846,Kohv lahustuv 3in1 strong Nescafé 10x17g,"Lahustuv kohv 3in1 Strong, NESCAFE, 28x17 g",2.45,7.99,14.41,16.79,90
6811,186136,Kohviuba No.3 OA 1kg,"Kohviuba No1, OA, 1 kg",18.49,18.49,18.49,18.49,90
8157,7019038,Šampoon Puhas Loodus nõges toitev 250ml,"Šampoon nõgesega, toitev, PUHAS LOODUS, 250 ml",2.05,2.29,8.2,9.16,90
6347,186129,Kohviuba No.2 OA 1kg,"Kohviuba No1, OA, 1 kg",18.49,18.49,18.49,18.49,90
6342,1368069,Smushie Öko Vaarika-mustikasmuuti 240 ml,"Ökoloogiline Vaarika-mustikasmuuti, SMUSHIE, 240 ml",2.49,2.39,10.38,9.96,90
2486,983240,Leivasnäkk tomati-tšilli Eesti Pagar 110g,"Leivasnäkk tomati-tšilli maitsega, EESTI PAGAR, 110g",1.55,1.39,14.09,12.64,90
6319,1365583,"Toonik Fever Tree Indian Tonic Water 0,5l","Toonik Indian Tonic Water, FEVER TREE, 500 ml",3.59,3.39,7.18,6.78,90
6829,166714,Mahlajook õuna-kirsi-aroonia Fresh 2l,"Kirsi,õuna,aroonia mahlajook, AURA FRESH, 2 L",2.19,1.99,0.0,1.0,90
4359,100276,Kiirkaerapuder vaarikatega Nordic 6*35g,"Kiirkaerapuder vaarika, NORDIC, 35 g",2.59,0.39,12.33,11.14,90
6269,1007473,Mahl õuna filtreerimata Aura ökoloogiline 1l,"Ökoloogiline filtreerimata õunamahl, AURA, 1 L",2.29,1.79,2.29,1.79,90
9860,776790,Hügieeniside Always Super Quattro 32tk,"Hügieenisidemed Super Quattro, ALWAYS, 32 tk",7.49,6.99,0.23,0.22,90
1022,944564,Juust Andre Classic kg,"Juust Classic , ANDRE FARM, kg",4.76,15.99,16.99,15.99,90
2556,941014,Kõrvitsa-kohupiimapannkoogid 200g,"Kõrvitsa-kohupiimapannkoogid, MAMMA, 200 g",2.29,2.79,11.45,13.95,90
3869,1002663,Tomatid omas mahlas Mõisaproua 1000/500g,"Tomatid omas mahlas, MÕISAPROUA, 1 kg",2.35,2.99,4.7,2.99,90
13143,459994,"Viin Moskovskaya Osobaya 40% 0,5l","Viin MOSKOVSKAYA Osobaya, 50 cl",10.49,7.99,20.98,15.98,90
3616,973662,Tomatiketšup Rand&Rossi mahe 550g,"Tomatiketšup, RAND & ROSSI, 550 g",3.79,3.59,6.89,6.53,90
6183,1352278,"Vahuvein alkoholivaba Törley 0,75l","Alkoholivaba vahuvein, TÖRLEY, 750 ml",5.19,5.49,6.92,7.32,90
11509,7210465,Plekieemaldaja Vanish Oxy Regular 470g,"Plekieemaldaja Oxy Action Regular, VANISH, 470 g",9.59,6.99,20.4,14.87,90
8623,7227094,Raseerija Wilkinson Sword Xtreme3 Beauty 4tk,"Raseerija Xtreme3 Beauty Eco Green, WILKINSON SWORD, 4tk",5.99,5.99,1.5,1.5,90
642,205757,Kohupiimakreem vanilli Alma 300g,"Kohupiimakreem vanilli 2,5%, ALMA, 300 g",0.99,1.19,3.3,3.97,90
3818,196796,Murakamoos Meie Mari 350g,"Mustikamoos, MEIE MARI, 350g",8.99,2.59,25.69,7.4,90
190,942088,Mahe Kiviveski täistera rukkimanna Tammejuure,"Kiviveski täistera rukkimanna, TAMMEJUURE MAHETALU, 700 g",2.19,2.09,3.13,2.99,90
2176,206914,Sojajook šokolaadimaitseline Alpro 250ml,"Sojajook šokolaadimaitseline, ALPRO, 1 l",1.15,3.09,4.6,3.09,90
8581,785456,Päevituskreem Solar spf30 aaloe 100ml,"Päevituskreem SPF30, SOLAR, 100 ml",5.69,6.49,56.9,64.9,90
664,266294,Või Tere 82% 200g,"Või 82%, TERE, 200 g",2.39,2.39,11.95,11.95,90
4107,163749,Mesi ingveriga Jõumees 300g,"Mesi ingveriga, AARE JÕUMEES, 300 g",4.59,4.59,15.3,15.3,90
841,939091,Proteiinipuding soolakaramelli Fit 150g,"Fit proteiini puding soolakaramelli 150 g, FIT",1.25,1.29,8.33,8.6,90
842,923383,Juust Gouda viilutatud E-Piim 300g,"Gouda juust viil, E-PIIM, 300g",3.59,3.49,11.97,11.63,90
1660,203059,Heeringafilee rollmops kapten Grant 250g,"Heeringafilee rollmops kurgiga, KAPTEN GRANT, 250 g",3.89,3.99,19.45,15.96,90
852,203467,Kohup. kreem mustikakisselliga Emma 150g,"Kohupiimakreem mustikakisselliga, EMMA, 150 g",1.09,0.89,7.27,5.93,90
4156,129033,Riis aurutatud Baltix 1kg,"Aurutatud riis, BALTIX, 1 kg",2.39,2.29,2.39,2.29,90
9266,7204236,Pulkdeodorant Old Spice Captain 50ml,"Pulkdeodorant Captain, OLD SPICE, 85 ml",4.69,4.99,93.8,58.71,90
870,917860,Juust Eesti viilutatud E-Piim 300g,"Eesti juust viilutatud, E-PIIM, 150 g",3.59,1.69,11.97,11.27,90
4163,164359,Röstitud müsli granaatõuna&jõhvika Sante 350g,"Röstitud müsli granaatõuna, jõhvika Granola, SANTE, 350 g",2.59,2.79,7.4,7.97,90
11652,7186897,"Pesugeel Ariel Mountain Spring 20pk 1,1l","Pesugeel Mountain Spring 20 pk, ARIEL, 1,1 l",8.39,7.99,7.63,7.26,90
9544,7239639,Palsam Syoss Keratin Hair Perfect. 440ml,"Palsam Keratin Hair Perfection, SYOSS, 440 ml",6.69,6.79,15.2,15.43,90
8809,782288,Poolpüsivärv L'oreal Casting Cream N°801,"Poolpüsivärv Casting Cream 801, L´OREAL, 1 tk",10.69,11.99,10.69,11.99,90
901,200554,Toorjuust ananassi-mandli Castello 125g,"Toorjuust ananassi ja mandliga, CASTELLO, 125 g",3.59,3.49,28.72,27.92,90
6767,1370992,Kohvijook Paulig Frezza banaani 250ml,"Kohvijook frezza banana, PAULIG, 250 g",2.19,2.09,8.76,8.36,90
6507,1358792,"Froosh apelsini, porg.-ingveri smuuti 250ml","Porgandi-apelsini-ingveri smuuti, FROOSH, 250 ml",2.99,1.99,11.96,7.96,90
2299,929064,Leib seemnepala Ruks Leibur 260g,"Ruks Seemnepala, LEIBUR, 260 g",1.25,1.29,4.81,4.96,90
6474,1361264,Apelsinimahl Fruuti 750ml,"Apelsinimahl, FRUUTI, 750 ml",3.99,3.89,5.32,5.19,90
6780,1370099,"Mahlajook Dr. Active rohelise õuna-mündi 0,5l","Rohelise õuna-mündi mahlajook, AURA ACTIVE, 1,5 L",0.99,1.29,1.98,0.86,90
6465,173234,Kohvioad Arabica Dark Paulig 1kg,"Kohvioad Arabica, PAULIG, 1 kg",17.99,11.79,17.99,11.79,90
4256,140057,Kiirsupp punapeedi saiakuub. Maggi 16g,"Punapeedi kiirsupp saiakuubikutega, MAGGI, 16 g",0.59,0.59,36.87,36.88,90
10470,7098184,Pesugeel Mayeri Sensitive Color 2l,"Pesugeel Sensitive Color, MAYERI, 1,5 l",9.99,6.59,5.0,4.39,90
6099,1363323,"Vitamiinijook Vitamin Well Hydrate 0,5l","Hydrate vitamiinijook, VITAMIN WELL, 500 ml",2.09,1.79,4.18,3.58,90
8362,7184763,Rulldeodorant Rexona Men Invisible 50ml,"Rulldeodorant Male Invisible, REXONA, 50 ml",4.49,3.99,89.8,79.8,90
9568,766397,Šampoon Gliss Kur Color Protect 250ml,"Šampoon Color Protect 30, GLISS, 250ml",4.59,4.99,18.36,19.96,90
1226,919756,Keefir metsmaasika Gefilus 300g,"Keefir metsmaasika, VALIO GEFILUS, 300 g",1.19,1.19,3.97,3.97,90
1224,992851,Sulatatud juust küüslaugu-sibula Viola 185g,"Sulatatud juust küüslaugu-sibula 18%, VALIO VIOLA, 185g",1.89,1.89,10.22,10.22,90
1751,220950,Heeringafilee Rasvane 240g,"Heeringafilee rasvane, VICI, 240 g",2.75,2.89,14.47,12.04,90
11400,7210496,Plekieemaldaja Vanish Oxy White 470g,"Plekieemaldaja Oxy Action White, VANISH, 470 g",9.59,6.99,20.4,14.87,90
3649,170089,Eesti toortatratang RemedyWay öko 500g,"Eesti toortatratang, REMEDYWAY, 1 kg",4.39,5.99,8.78,5.99,90
1148,916778,Juust Old Saare 3 kuud MO Saaremaa 280g,"Old Saare 3 kuud, MO SAAREMAA, 280 g",3.99,3.99,14.25,14.25,90
4594,138860,Grillsalat Põltsamaa 385g,"Grillisalat, PÕLTSAMAA, 280g",2.09,1.79,0.0,6.39,90
5899,987953,Soolakaramelli-mandlijäätis Classic 90ml/62g,"Soolakaramelli-mandlijäätis, CLASSIC, 62 g",1.59,1.59,25.65,25.65,90
13447,127634,"Liköör Vana Tallinn 40%  0,5L tuubis","Liköör VANA TALLINN tuubis, 50 cl",15.99,13.99,31.98,27.98,90
1521,293653,Angersäga marineeritud Wool 250g,"Marineeritud angersäga, M.V.WOOL, 250 g",6.99,6.99,27.96,27.96,90
2935,135796,Piknikukurk terve Põltsamaa 680/360g,"Piknikukurk terve, PÕLTSAMAA, 680 g",2.69,2.59,7.47,7.19,90
13056,7110311,"Liköör Liviko Metsmaasikas 21% 0,5L","Liköör LIVIKO Metsmaasikas, 20 cl",6.69,2.89,13.38,14.45,90
11836,7186506,Pesugeel Persil sensitive 20pk 1l,"Pesugeel Sensitive, PERSIL, 1 l",6.99,6.99,6.99,6.99,90
8515,7003093,Dušigeel Nivea care&star fruit 250ml,"Dušigeel Care&Star Fruit, NIVEA, 500 ml",3.79,5.99,15.16,11.98,90
9202,7141811,Pesukaitse Discreet waterlilly 60tk,"Pesukaitsmed Waterlilly, DISCREET, 60 tk",3.79,3.49,0.06,0.06,90
7062,7193847,Lauamäng Mistakos Trefl,"Mistakos lauamäng, TREFL, 1 tk",15.79,14.99,15.79,14.99,90
10845,401547,Veepehmendaja Calgon Power 500 g,"Veepehmendaja, CALGON, 500 g",5.19,4.19,10.38,8.38,90
13449,101479,Vermut Martini Rosso 1l,"Vermut MARTINI Rosso, 75 cl",14.99,11.99,14.99,15.99,90
2798,174873,Nacho krõpsud Santa Maria 475g,"Nachos krõpsud, SANTA MARIA, 185 g",4.75,1.59,10.0,8.59,90
