,id,name,selver_guess,price,selver_price,price/kg,selver_price_kg,similarity
3246,107583,Marinaad magus tšilli Santa Maria 75g,"Marinaad magus tšilli, SANTA MARIA, 75 g",1.09,0.99,14.53,13.2,99
2945,100569,Piparkoogimaitseaine Santa Maria 30g,"Piparkoogimaitseaine, SANTA MARIA, 30 g",1.49,1.29,49.67,43.0,99
2942,183083,Neljaviljahelbed täistera Tartu Mill 500g,"Täistera neljaviljahelbed, TARTU MILL, 500 g",1.45,0.99,2.9,1.98,99
2858,179945,Neljaviljahelbed täistera Tartu Mill 1kg,"Täistera neljaviljahelbed, TARTU MILL, 1 kg",2.25,1.79,2.25,1.79,99
2727,179954,Kiirkaerahelbed täistera Tartu Mill 1kg,"Täistera kiirkaerahelbed, TARTU MILL, 1 kg",2.29,1.79,2.29,1.79,99
2300,983780,Seemneleib Ruks 10% seemneid Leibur 390g,"Ruks seemneleib 10% seemneid, LEIBUR, 390 g",1.29,1.29,3.31,3.31,99
2361,158376,Maisileivakesed meresoolaga Racio 115g,"Maisileivakesed meresoolaga, RACIO, 115 g",1.27,1.29,11.04,11.22,99
2415,980410,Rondana sidrunikeeks Kuchenmeister 250g,"Sidrunikeeks Rondana, KUCHENMEISTER, 250 g",2.59,2.59,10.36,10.36,99
2562,923301,Hummus seesamiseemnete ja ürtidega Noa 175g,"Hummus seesamiseemnete ja ürtidega, NOA, 175 g",2.69,2.69,15.37,15.37,99
2711,174375,Praekapsas porgandiga Põltsamaa 820g,"Praekapsas porgandiga, PÕLTSAMAA, 820 g",3.65,3.29,4.45,4.01,99
2716,183055,Kiirkaerahelbed täistera Tartu Mill 500g,"Täistera kiirkaerahelbed, TARTU MILL, 500 g",0.99,1.39,1.98,2.78,99
2761,100376,Jahvatatud kaneel Santa Maria 22g,"Kaneel (jahvatatud), SANTA MARIA, 22 g",0.85,0.85,38.64,38.64,99
2846,153764,Hernesupp suitsuribilihaga Salvest 560g,"Hernesupp suitsuribilihaga, SALVEST, 560 g",2.95,2.99,5.27,5.34,99
2772,100273,Jahvatatud paprika Santa Maria 22g,"Paprika (jahvatatud), SANTA MARIA, 22 g",0.85,0.69,38.64,31.36,99
2782,100358,Hapukapsaborš sealihaga Salvest 530g,"Hapukapsaborš sealihaga, SALVEST, 530 g",2.99,2.99,5.64,5.64,99
2792,163334,Praekapsas porgandiga Salvest 900g,"Praekapsas porgandiga, SALVEST, 900 g",3.15,3.19,3.5,3.54,99
2823,174894,Taco maitseainesegu Santa Maria 28g,"Taco maitseainesegu, SANTA MARIA, 28 g",1.19,1.09,42.5,38.93,99
2825,168128,Sinep mahedamaitseline Põltsamaa 170g,"Mahedamaitseline sinep, PÕLTSAMAA, 170 g",2.19,2.09,12.88,12.29,99
2826,106744,Praekapsas porgandiga Salvest 530g,"Porgandiga praekapsas, SALVEST, 530 g",2.39,2.39,4.51,4.51,99
4075,181666,Vokikaste magus-hapu Santa Maria 150g,"Vokikaste magus-hapu, SANTA MARIA, 150 g",2.75,2.59,18.33,17.27,99
3127,181639,Hakklihamaitseaine Santa Maria 80g,"Hakklihamaitseaine, SANTA MARIA, 80 g",2.15,1.89,26.88,23.63,99
4823,192782,Kartulikrõpsud sibulamaitselised Lay's 265g,"Kartulikrõpsud sibulamaitselised, LAY'S, 265 g",3.89,2.39,14.68,9.02,99
5278,182304,Metspähkel piimašokolaadis Kalev 140g,"Metspähkel piimašokolaadis, KALEV, 140 g",3.49,3.19,24.93,22.79,99
162,950695,Mahe vaarikatooršokolaad Roosiku 77g,"Vaarikatooršokolaad, mahe, ROOSIKU, 77 g",3.65,3.59,47.4,46.62,99
4633,195741,Küpsised šokolaaditükkidega Jyväshyvä 350g,"Küpsised šokolaaditükkidega, JYVÄSHYVÄ, 350 g",2.99,2.99,8.54,8.54,99
4171,122982,Röstitud müsli puuviljadega Sante 350g,"Röstitud müsli puuviljadega, SANTE, 350 g",2.49,1.59,7.11,4.54,99
5124,165317,Piimabatoonike vahvliga Kalev Mesikäpp 150g,"Piimabatoonike vahvliga Mesikäpp, KALEV, 150 g",1.99,1.89,13.27,12.6,99
5157,182303,Mandel kakaos tiramisu Kalev 140g,"Tiramisu mandel kakaos, KALEV, 140 g",3.49,3.19,24.93,22.79,99
5484,1011134,Tume šokolaad täidisega Tuljak Kalev 105g,"Tume šokolaad Tuljak täidisega, KALEV, 105 g",1.99,1.89,18.95,18.0,99
5462,1009706,Tume šokolaad tervete mandlitega Kalev 200g,"Tume šokolaad tervete mandlitega, KALEV, 200 g",3.39,2.49,16.95,12.45,99
6606,188011,Kohv jahvatatud Jacobs Selection 500g,"Jahvatatud kohv Selection, JACOBS, 500 g",9.45,6.19,18.9,12.38,99
5454,1006129,Martsipanibatoon Vana Tallinn Kalev 40g,"Vana Tallinn martsipanibatoon, KALEV, 40 g",0.99,0.89,24.75,22.25,99
5227,184562,Ploomid tumedas šokolaadis Skriveru 110g,"Ploomid tumedas šokolaadis, SKRIVERU, 110 g",2.15,1.99,19.55,18.09,99
5449,1006128,Martsipanibatoon klassikaline Kalev 40g,"Klassikaline martsipanibatoon, KALEV, 40 g",0.99,0.89,24.75,22.25,99
5690,207611,Pärmi-lehttaigen rullis Härmavili 500g,"Pärmi-lehttaigen (rullis), HÄRMAVILI, 500 g",2.89,2.89,5.78,5.78,99
4232,160355,Leivasupp puuviljadega Tartu Mill 300g,"Leivasupp puuviljadega, TARTU MILL, 300 g",2.29,2.19,7.63,7.3,99
4460,1007990,Rohelise jalapeno kaste Santa Maria 300g,"Rohelise jalapeno kaste, SANTA MARIA, 300 g",3.39,3.79,11.3,12.63,99
10572,7011527,WC-puhastusvahend Cillit Lemon 500+250 m,"WC-puhastusvahend Lemon, CILLIT, 500+250 ml",2.89,1.99,3.85,2.65,99
4251,194370,Teriyaki maitseainesegu Santa Maria 44g,"Teriyaki maitseainesegu, SANTA MARIA, 44 g",3.65,3.19,82.95,72.5,99
195,285080,Toorpiim pastöriseerimata Nopri 1l,"Toorpiim pastöriseerimata, NOPRI, 1 l",2.09,1.89,2.09,1.89,99
5396,192959,Piimašokolaad sarapuupähklitega Marabou 250g,"Piimašokolaad sarapuupähklitega, MARABOU, 250 g",4.59,4.29,18.36,17.16,99
5358,199078,Küpsised tumeda šokolaadiga Marabou 184g,"Küpsised tumeda šokolaadiga, MARABOU, 184 g",3.15,2.99,17.12,16.25,99
6600,124199,Kohv lahustuv Jacobs Kronung 200g,"Lahustuv kohv Kronung, JACOBS, 200 g",12.99,9.49,64.95,47.45,99
5308,164700,Kummikommid Katjes Yoghurt Gums 200g,"Kummikommid Yoghurt Gums, KATJES, 200 g",1.85,1.69,9.25,8.45,99
4290,198932,Kõrvitsasalat porgandiga Salvest 410g,"Kõrvitsasalat porgandiga, SALVEST, 410 g",1.95,1.89,7.93,4.61,99
5096,104581,Piimašokolaad vahvliga Kalev Mesikäpp 300g,"Piimašokolaad vahvliga Mesikäpp, KALEV, 300 g",5.29,4.99,17.63,16.63,99
4600,1008862,Nacho juustudipp Santa Maria 250g,"Nacho juustudipp, SANTA MARIA, 250 g",3.85,3.79,0.0,15.16,99
5334,198532,Kummikommid Wunderland Rainbow Katjes 200g,"Kummikommid Wunderland Rainbow, KATJES, 200 g",1.79,1.69,8.95,8.45,99
5069,1004100,Maisikepikesed vanillimaitselised Mõngel 100g,"Vanillimaitselised maisikepikesed, MÕNGEL, 100 g",1.19,1.09,11.9,10.9,99
5029,164508,Sefiir mustikamaitseline Laima 200g,"Mustikamaitseline sefiir, LAIMA, 200 g",1.79,1.29,8.95,6.45,99
4149,176834,Köögiviljasalat magus-vürtsikas Salvest 380g,"Magus-vürtsikas köögiviljasalat, SALVEST, 380 g",3.59,3.29,9.45,8.66,99
4946,102355,Kummikommid Haribo Kuldkarud 200g,"Kummikommid Kuldkarud, HARIBO, 200 g",1.99,1.49,9.95,7.45,99
4707,1001167,Kaeraküpsised 100% kaerajahust Jyväshyvä 350g,"100% kaerajahust kaeraküpsised, JYVÄSHYVÄ, 350 g",2.99,2.39,8.54,6.83,99
4892,154232,Vahvlid šokolaadimaitselised Selga 180g,"Šokolaadimaitselised vahvlid, SELGA, 180 g",1.49,1.29,8.28,7.17,99
5031,126266,Kuivatatud ploomid Seeberger kivideta 200g,"Kuivatatud ploomid kivideta, SEEBERGER, 200 g",4.29,4.99,21.45,24.95,99
4988,1004710,Seakamarakrõpsud pipra ja soolaga Ossi 40g,"Pipra ja soolaga seakamarakrõpsud, OSSI, 40 g",1.25,1.19,31.25,29.75,99
6679,101091,Kohv lahustuv Nescafé Classic Strong 250g,"Lahustuv kohv Classic Strong, NESCAFE, 250g",7.89,8.49,31.56,33.96,99
5734,972958,Kalafileepalad tempura taignas Vici 300g,"Kalafileepalad tempura taignas, VICI, 300 g",4.99,4.89,16.63,16.3,99
2851,177915,Riisinuudlid Santa Maria 180g,"Riisinuudlid, SANTA MARIA, 180 g",2.39,2.39,13.28,13.28,98
3236,181619,Hõõgveinisegu Santa Maria 37g,"Hõõgveinisegu, SANTA MARIA, 37 g",2.05,1.69,55.41,45.68,98
3249,1001199,Ülepannikoogijahu Vilma 400g,"Ülepannikoogijahu, VILMA, 400 g",2.25,2.19,5.62,5.48,98
4987,177304,Šokolaadibatoon Tupla Maxi 50g,"Šokolaadibatoon Maxi, TUPLA, 50 g",0.95,0.99,19.0,19.8,98
729,955469,Majonees Vegan Salvest 420g,"Vegan majonees, SALVEST, 420 g",2.69,2.59,6.4,6.17,98
3145,100352,Küüslaugusool Santa Maria 40g,"Küüslaugusool, SANTA MARIA, 40 g",1.09,0.69,27.25,17.25,98
1354,996212,Kodused kotletid Rakvere 400g,"Kodused kotletid, RAKVERE, 400 g",2.69,2.79,6.72,6.98,98
2895,192391,Tomatikaste pitsale Panzani 390g,"Tomatikaste pitsale, PANZANI, 390 g",2.29,2.39,5.87,6.13,98
3150,100353,Pitsamaitseaine Santa Maria 5g,"Pitsamaitseaine, SANTA MARIA, 5 g",1.15,0.85,230.0,170.0,98
2837,100302,Täisterakaerahelbed Helen 500g,"Täisterakaerahelbed, HELEN, 500 g",1.49,1.49,2.98,2.98,98
3182,169396,Kirsimoos Küllus 400g,"Kirsimoos, KÜLLUS, 400 g",3.89,3.59,9.72,8.98,98
2884,129128,Tüümian Santa Maria 10g,"Tüümian, SANTA MARIA, 10 g",1.09,0.69,109.0,69.0,98
1118,969132,Majonees tilliga Tarplan 210g,"Majonees tilliga, TARPLAN, 210 g",1.55,1.49,7.38,7.1,98
2878,105050,Küpsetuspulber Santa Maria 45g,"Küpsetuspulber, SANTA MARIA, 45 g",0.75,0.65,16.67,14.44,98
4857,976768,Snäkk soolane Marta Pagar 50g,"Soolane Snäkk, MARTA PAGAR, 50 g",1.49,1.29,29.8,25.8,98
5201,1002660,Vahvlibatoon Kismet Geisha 41g,"Geisha vahvlibatoon, KISMET, 41 g",0.85,0.89,20.73,21.71,98
1391,258909,Hommikupeekon Nõo 135g,"Hommikupeekon, NÕO, 135 g",1.89,2.39,14.0,17.7,98
2875,132579,Odrahelbed Veski Mati 500g,"Odrahelbed, VESKI MATI, 500 g",1.65,1.59,3.3,3.18,98
3221,134966,Persillade Santa Maria 35g,"Persillade, SANTA MARIA, 35 g",1.09,0.85,31.14,24.29,98
1362,200403,Kanafileesink Tallegg 190g,"Kanafileesink, TALLEGG, 190 g",2.19,2.69,11.53,14.16,98
2857,177906,Munanuudlid Santa Maria 200g,"Munanuudlid, SANTA MARIA, 200 g",1.69,1.79,8.45,8.95,98
1115,201688,Juust Oltermanni Valio 500g,"Juust Oltermanni, VALIO, 500 g",7.19,6.99,14.38,13.98,98
3105,193103,Maasikamoos Põltsamaa 600g,"Maasikamoos, PÕLTSAMAA, 600 g",4.99,3.49,8.32,5.82,98
2943,100338,Karri Santa Maria 25g,"Karri, SANTA MARIA, 25 g",1.09,0.85,43.6,34.0,98
3021,129087,Rosmariin Santa Maria 15g,"Rosmariin, SANTA MARIA, 15 g",1.09,0.69,72.67,46.0,98
3109,1001206,Pannkoogijahu Vilma 400g,"Pannkoogijahu, VILMA, 400 g",2.25,1.69,5.62,4.23,98
3112,117137,Nelk Santa Maria 10g,"Nelk, SANTA MARIA, 10 g",1.15,0.99,115.0,99.0,98
5105,102747,Šokolaadimedal Kalev 15g,"Šokolaadimedal, KALEV, 15 g",0.69,0.59,46.0,39.33,98
3084,143913,Küpsetuspulber Meira 100g,"Küpsetuspulber, MEIRA, 100 g",1.29,1.29,12.9,12.9,98
120,947091,Kaneeliküpsis Täkumetsa 150g,"Kaneeliküpsis, TÄKUMETSA, 150 g",2.75,2.59,18.33,17.27,98
1231,964733,Grilljuust Meze Olympus 200g,"Meze grilljuust, OLYMPUS, 200 g",3.99,3.99,19.95,19.95,98
3048,183485,Pohlamoos Põltsamaa 380g,"Pohlamoos, PÕLTSAMAA, 380 g",4.69,4.39,12.34,11.55,98
3046,155118,Kamajahu Tartu Mill 400g,"Kamajahu, TARTU MILL, 400 g",1.75,1.69,4.37,4.23,98
3036,160103,Küüslaugusool Santa Maria 77g,"Küüslaugusool, SANTA MARIA, 77 g",1.65,1.49,21.43,19.35,98
3035,1004634,Pastakaste ürtidega Salvest 460g,"Pastakaste ürtidega, SALVEST, 460 g",2.39,2.19,5.2,4.76,98
747,267532,Majonees Provansaal Tarplan 900g,"Majonees Provansaal, TARPLAN, 900 g",3.75,3.99,4.17,4.43,98
717,963419,Kakao kohupiimapasta Tere 300g,"Kohupiimapasta kakao, TERE, 300 g",1.09,1.09,3.63,3.63,98
2962,121172,Vahemere ürdisegu Santa Maria 12g,"Vahemere ürdisegu, SANTA MARIA, 12 g",1.09,0.69,90.83,57.5,98
3015,105053,Vanillisuhkur Santa Maria 20g,"Vanillisuhkur, SANTA MARIA, 20 g",1.35,1.19,67.5,59.5,98
737,902178,Kondenspiim suhkruga Jaani 250g,"Kondenspiim suhkruga, JAANI, 250 g",2.55,2.99,10.2,11.96,98
3005,100177,Õunakaste Salvest 530g,"Õunakaste, SALVEST, 530 g",2.29,1.99,4.32,3.75,98
2993,100252,Pudruriis Veski Mati 1kg,"Pudruriis, VESKI MATI, 1 kg",3.29,2.99,3.29,2.99,98
2989,165295,Riis pikateraline Tartu Mill 1kg,"Pikateraline riis, TARTU MILL, 1 kg",1.95,2.29,1.95,2.29,98
3135,172944,Tom Kha supisegu Santa Maria 30g,"Supisegu Tom Kha, SANTA MARIA, 30 g",1.65,1.49,55.0,49.67,98
2987,100006,Taco kaste mahe Santa Maria 230g,"Mahe taco kaste, SANTA MARIA, 230 g",3.35,3.29,14.57,14.3,98
2986,117136,Köömned Santa Maria 20g,"Köömned, SANTA MARIA, 20 g",1.09,0.85,54.5,42.5,98
2973,147932,Loorberilehed Kotanyi 4g,"Loorberilehed, KOTANYI, 4 g",1.25,1.09,312.5,272.5,98
2969,117138,Muskaatpähkel Santa Maria 10g,"Muskaatpähkel, SANTA MARIA, 10 g",1.59,1.29,159.0,129.0,98
3095,144445,Vanillisuhkur Meira 85g,"Vanillisuhkur, MEIRA, 85 g",2.25,2.49,26.47,29.29,98
2963,161027,Petersell Santa Maria 4g,"Petersell, SANTA MARIA, 4 g",0.95,0.85,237.5,212.5,98
2568,971408,Kohupiimapannkoogid Mamma 200g,"Kohupiimapannkoogid, MAMMA, 200 g",2.29,2.79,11.45,13.95,98
2809,109053,Tomatipasta Salvest 300g,"Tomatipasta, SALVEST, 300 g",1.59,1.09,5.3,3.63,98
2113,955469,Majonees Vegan Salvest 420g,"Vegan majonees, SALVEST, 420 g",2.69,2.59,6.4,6.17,98
1983,203670,Räimesült Viru rand 270g,"Räimesült, VIRU RAND, 270 g",2.99,2.99,11.07,11.07,98
1644,964040,Sprotid õlis Rannaküla 100g,"Sprotid õlis, RANNAKÜLA, 100 g",1.89,1.79,18.9,17.9,98
2047,915369,Lihapihvid Maks&Moorits 400g,"Lihapihvid, MAKS&MOORITS, 400 g",2.79,3.19,0.0,7.98,98
1635,241945,Sealihasardell Rannarootsi 500g,"Sealihasardell, RANNAROOTSI, 500 g",2.89,3.09,5.78,6.18,98
1629,205503,Meremari must Kriskal 113g,"Meremari must, KRISKAL, 113 g",1.55,1.69,13.72,14.96,98
1620,905191,Sprotid õlis Rannaküla 240g,"Sprotid õlis, RANNAKÜLA, 240 g",2.99,2.99,12.46,12.46,98
1612,917418,Kanasigar Tallegg 200g,"Kanasigar, TALLEGG, 200 g",3.59,3.99,17.95,19.95,98
1554,986837,Tailihaviiner Matsimoka 250g,"Tailihaviiner, MATSIMOKA, 250 g",3.49,3.49,13.96,13.96,98
1609,290629,Kana-juustupihvid Tallegg 320g,"Kana-juustupihvid, TALLEGG, 320 g",1.59,1.69,4.97,5.28,98
6066,1355454,Smuuti vaarika-mustika Pai 280ml,"Vaarika-mustika smuuti, PAI, 280 ml",2.19,2.09,7.82,7.46,98
11756,7210483,Plekieemaldaja Vanish regular 1l,"Plekieemaldaja Regular, VANISH, 1 l",7.09,4.99,7.09,4.99,98
5655,200433,Pelmeenid Pealinna Premia 350g,"Pelmeenid Pealinna, PREMIA, 350 g",2.19,2.19,6.26,6.26,98
5654,260403,Pühapäevapada Maahärra 400g,"Pühapäevapada, MAAHÄRRA, 400 g",1.69,1.59,4.22,3.98,98
2254,936396,Kaeraröst OatFit Leibur 550g,"Kaeraröst OatFit, LEIBUR, 550 g",2.05,1.29,3.73,2.35,98
1657,958748,Kiievi kotlet Tallegg 300g,"Kiievi kotlet, TALLEGG, 300 g",4.99,4.79,16.63,15.97,98
1661,957832,Pihvid juustuga Rakvere 400g,"Pihvid juustuga, RAKVERE, 400 g",3.49,3.59,8.72,8.98,98
1912,961889,Kanafileerõngad Tallegg 300g,"Kanafileerõngad, TALLEGG, 300 g",2.59,2.89,8.63,9.63,98
5779,920467,Hinkaalid külmutatud  Vici 400g,"Külmutatud hinkaalid, VICI, 400 g",4.59,3.59,11.47,8.98,98
1884,285447,Turistieine Rannarootsi 240g,"Turistieine, RANNAROOTSI, 240 g",2.65,2.59,11.04,10.79,98
5805,267544,Metsaseened Hortex Julienne 400g,"Julienne metsaseened, HORTEX, 400 g",3.19,3.19,7.97,7.98,98
1870,265659,Maksapasteet Rannarootsi 240g,"Maksapasteet, RANNAROOTSI, 240 g",1.89,1.79,7.88,7.46,98
5985,181319,Multimahlajook Põltsamaa 2l,"Multimahlajook, PÕLTSAMAA, 2 L",2.49,1.79,1.25,0.9,98
9855,7239642,Palsam Syoss Salonplex 440ml,"Palsam Salonplex, SYOSS, 440 ml",6.69,6.79,15.2,15.43,98
1700,221528,Küüslaugu pekk Oskar 120g,"Küüslaugu pekk, OSKAR, 120 g",1.99,1.89,16.58,15.75,98
1718,291255,Õllemops juustuga Wõro 500g,"Õllemops juustuga, WÕRO, 500 g",2.79,1.99,5.58,3.98,98
1726,263252,Vürtsikilufilee Kapten Grant 130g,"Vürtsikilufilee, KAPTEN GRANT, 130 g",2.95,2.99,22.69,23.0,98
1774,277559,Veisevürtsisink Oskar 100g,"Veisevürtsisink, OSKAR, 100 g",2.59,2.69,25.9,26.9,98
636,200316,Sulatatud juust Merevaik 200g,"Sulatatud juust, MEREVAIK, 200 g",1.62,1.79,8.1,8.95,98
1764,934738,Wabariigi täissuitsuvorst Nõo 250g,"Täissuitsuvorst Wabariigi, NÕO, 250 g",3.69,3.79,14.76,15.16,98
1757,917419,Kanasigar juustuga Tallegg 200g,"Kanasigar juustuga, TALLEGG, 200 g",3.49,3.69,17.45,18.45,98
9863,7239632,Šampoon Syoss Salonplex 440ml,"Šampoon Salonplex, SYOSS, 440 ml",6.69,6.79,15.2,15.43,98
1564,941079,Täissuitsuvorst Moskva Oskar 210g,"Moskva täissuitsuvorst, OSKAR, 210 g",4.39,4.39,20.9,20.9,98
1553,206480,Meremari punane Kriskal 113g,"Meremari punane, KRISKAL, 113 g",1.55,1.69,13.72,14.96,98
2797,100528,Must terapipar Santa Maria 22g,"Must terapipar, SANTA MARIA, 22 g",1.25,1.29,56.82,58.64,98
2730,102732,Riivsai Tartu Mill 400g,"Riivsai, TARTU MILL, 400 g",1.19,1.29,2.97,3.23,98
2626,269302,Pelmeenid praetud Uvic 350g,"Praetud pelmeenid, UVIC, 350 g",2.69,2.69,7.69,7.69,98
8609,422166,Päevituskreem Solar spf15 100ml,"Päevituskreem SPF15, SOLAR, 100 ml",4.79,5.49,47.9,54.9,98
1405,959179,Kanafileenagitsad Tallegg 300g,"Kanafileenagitsad, TALLEGG, 300 g",2.29,1.99,7.63,6.63,98
85,930836,Vaarikakohupiimakreem Nopri 100g,"Vaarikakohupiimakreem, NOPRI, 100 g",0.99,0.79,9.9,7.9,98
2717,164383,Kaerahelbed Tartu Mill 500g,"Kaerahelbed, TARTU MILL, 500 g",0.75,1.19,1.5,2.38,98
709,902387,Majonees Provansaal Lemmik 700g,"Majonees Provansaal, LEMMIK, 700 g",3.15,3.49,4.5,4.99,98
2747,183074,Riisihelbed Tartu Mill 500g,"Riisihelbed, TARTU MILL, 500 g",1.89,1.89,3.78,3.78,98
2262,273278,Peenleib Isa Leibur 355g,"Isa peenleib, LEIBUR, 355 g",0.89,0.89,2.51,2.51,98
2753,100018,Tatrahelbed Helen 500g,"Tatrahelbed, HELEN, 500 g",2.99,2.99,5.98,5.98,98
1394,288408,Sealihasült Oskar 330g,"Sealihasült, OSKAR, 330 g",2.39,2.89,7.24,8.76,98
3259,100202,Salat Toome Salvest 520g,"Salat Toome, SALVEST, 520 g",2.09,2.19,4.02,4.21,98
2786,100221,Kiirkaerahelbed Helen 500g,"Kiirkaerahelbed, HELEN, 500 g",1.59,1.59,3.18,3.18,98
2788,115329,Kiirnuudlid kanalihamaitselised Rolton 60g,"Kiirnuudlid kanalihamaitselised, ROLLTON, 60 g",0.79,0.69,13.17,11.5,98
2789,100025,Riisihelbed Helen 500g,"Riisihelbed, HELEN, 500 g",2.25,2.29,4.5,4.58,98
1415,961244,Kuningate sink Karni 120g,"Kuningate sink, KARNI, 120 g",2.15,2.19,17.92,18.25,98
5458,1009703,Piimašokolaad Kalev 200g,"Piimašokolaad, KALEV, 200 g",3.39,2.29,16.95,11.45,98
11557,7210484,Plekieemaldaja Vanish White 1l,"Plekieemaldaja White, VANISH, 1 l",7.09,4.99,7.09,4.99,98
2455,932428,Marmorkeeks Kuchenmeister 400g,"Marmorkeeks, KUCHENMEISTER, 400 g",3.79,2.79,9.47,6.98,98
1425,294737,Täissuitsuvorst Moskva Nõo 250g,"Täissuitsuvorst Moskva, NÕO, 250 g",3.69,3.99,14.76,15.96,98
2390,974676,Täistera Röst pala Leibur 220g,"Täistera Röst pala, LEIBUR, 220 g",1.55,1.49,7.05,6.77,98
1445,221803,Suitsusardell Rannarootsi 500g,"Suitsusardell, RANNAROOTSI, 500 g",2.19,2.99,4.38,5.98,98
2380,908776,Mini Lavash LameLeib 120g,"Mini lavash, LAMELEIB, 120 g",1.15,1.09,9.58,9.08,98
2373,974978,Linaseemnesepik Leibur 360g,"Linaseemnesepik, LEIBUR, 360 g",1.29,0.89,3.58,2.47,98
1450,914311,Väike viiner Maks&Moorits 260g,"Väike viiner, MAKS&MOORITS, 260 g",1.35,1.69,5.19,6.5,98
1481,240550,Kanapihvid Tallegg 320g,"Kanapihvid, TALLEGG, 320 g",1.15,1.29,3.59,4.03,98
2321,946663,Röst kaerajuuretisega Leibur 280g,"Röst kaerajuuretisega, LEIBUR, 280 g",1.35,1.59,4.82,5.68,98
682,916725,Toorjuust Piimameister Otto 400g,"Toorjuust, PIIMAMEISTER OTTO, 400 g",3.79,2.89,9.47,7.23,98
1509,203338,Sealihasült Rannarootsi 330g,"Sealihasült, RANNAROOTSI, 330 g",2.69,1.79,8.15,5.42,98
2297,946609,Lavash täisterajahu LameLeib 120g,"Täisterajahu lavash, LAMELEIB, 120 g",1.15,1.09,9.58,9.08,98
2276,946137,Sai Kirde suur Leibur 450g,"Suur Kirde sai, LEIBUR, 450 g",1.15,0.99,2.56,2.2,98
2272,926710,Täisterasepik Kuldne Leibur 500g,"Kuldne täisterasepik, LEIBUR, 500 g",1.69,1.69,3.38,3.38,98
2780,152756,Neljaviljahelbed Helen 500g,"Neljaviljahelbed, HELEN, 500 g",1.39,1.39,2.78,2.78,98
3067,133035,Maisitang Veski Mati 500g,"Maisitang, VESKI MATI, 500 g",1.19,0.99,2.38,1.98,98
3796,183524,Jahimehesalat Põltsamaa 550g,"Jahimehesalat, PÕLTSAMAA, 550 g",3.05,2.99,5.55,5.44,98
9667,7239630,Šampoon Syoss Repair 440ml,"Šampoon Repair, SYOSS, 440 ml",6.69,6.79,15.2,15.43,98
3267,180901,Mustsõstramoos Põltsamaa 380g,"Mustsõstramoos, PÕLTSAMAA, 380 g",3.85,3.49,10.13,9.18,98
3689,102745,Tordipulber Juubeli Vilma 450g,"Tordipulber Juubeli, VILMA, 450 g",3.19,2.49,7.09,5.53,98
3695,162093,Viie pipra veski Santa Maria 60g,"Viie pipra veski, SANTA MARIA, 60 g",8.59,7.99,143.17,133.17,98
3703,100588,Sinepiseemned Santa Maria 35g,"Sinepiseemned, SANTA MARIA, 35 g",0.95,0.85,27.14,24.29,98
4230,169395,Rabamurakamoos Küllus 400g,"Rabamurakamoos, KÜLLUS, 400 g",10.99,9.99,27.47,24.97,98
6625,1368122,Põltsamaa VÄRSKE Õunamahl 280ml,"Õunamahl, PÕLTSAMAA VÄRSKE, 280 ml",1.79,1.49,6.39,5.32,98
805,903943,Suitsujuust Tere 18% 200g,"Suitsujuust 18%, TERE, 200 g",2.59,2.59,12.95,12.95,98
3787,187391,Pohlamoos pudelis Põltsamaa 385g,"Pohlamoos pudelis, PÕLTSAMAA, 385 g",4.45,3.99,11.56,10.36,98
3793,119952,Muffinipulber Vilma 400g,"Muffinipulber, VILMA, 400 g",2.85,2.79,7.12,6.98,98
9547,7239627,Šampoon Syoss Volume 440ml,"Šampoon Volume, SYOSS, 440 ml",6.69,6.79,15.2,15.43,98
3376,169398,Vaarikamoos Küllus 400g,"Vaarikamoos, KÜLLUS, 400 g",3.89,3.79,9.72,9.48,98
3374,161028,Prantsuse ürdisegu Santa Maria 6g,"Prantsuse ürdisegu, SANTA MARIA, 6 g",0.95,0.69,158.33,115.0,98
4671,160986,Rahvapräänik Väike Väänik 500g,"Rahvapräänik, VÄIKE VÄÄNIK, 500 g",1.18,1.89,2.36,3.78,98
3354,177890,Ramen nuudlid Santa Maria 200g,"Ramen nuudlid, SANTA MARIA, 200 g",2.95,2.79,14.75,13.95,98
3813,120739,Moosipaksendaja Mikaado 30g,"Moosipaksendaja, MIKAADO, 30 g",1.59,1.59,53.0,53.0,98
9737,7239638,Palsam Syoss Repair 440ml,"Palsam Repair, SYOSS, 440 ml",6.69,6.79,15.2,15.43,98
3635,169361,Maasikamoos Küllus 400g,"Maasikamoos, KÜLLUS, 400 g",3.89,3.59,9.72,8.98,98
3626,100354,Piprasegu Santa Maria 25g,"Piprasegu, SANTA MARIA, 25 g",1.59,1.49,63.6,59.6,98
3471,100228,Viie pipra segu Santa Maria 25g,"Viie pipra segu, SANTA MARIA, 25 g",1.75,1.59,70.0,63.6,98
994,923076,Või koduaia ürtidega Saaremaa 150g,"Või koduaia ürtidega, SAAREMAA, 150 g",2.49,1.99,16.6,13.27,98
4470,1005775,Suhkruasendaja Zusto 300g,"Suhkruasendaja, ZUSTO, 300 g",4.85,5.79,16.17,19.3,98
791,270437,Juust Royal Gouda Red Valio 250g,"Royal Gouda Red juust, VALIO, 250 g",3.49,2.79,13.96,11.16,98
4363,180900,Maasikamoos Põltsamaa 380g,"Maasikamoos, PÕLTSAMAA, 380 g",4.55,3.99,11.97,10.5,98
